序号,raw_name,standard_name,brand,brand_cn,model_canonical,model_display,model_aliases,reference_price,price_note,knowledge_record_id,knowledge_name,match_status,price_alignment,auto_sync_to_kb,review_required,review_reason,action
374,ASTROX 70 BP AX70BP 天斧70BP 天斧系列,YONEX ASTROX 70 BP,YONEX,尤尼克斯,ASTROX 70 BP,YONEX ASTROX 70 BP,ASTROX 70 BP AX70BP 天斧70BP 天斧系列；YONEX ASTROX 70；ASTROX70；AX70BP；天斧,900,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ASTROX-70,YONEX ASTROX 70,可按基准型号对应,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
377,ASTROX 77 BP 天斧77bp ASTROX77BP AX77BP 天斧系列,YONEX ASTROX 77 BP,YONEX,尤尼克斯,ASTROX 77 BP,YONEX ASTROX 77 BP,ASTROX 77 BP 天斧77bp ASTROX77BP AX77BP 天斧系列；YONEX ASTROX 77；ASTROX77；ASTROX77BP；AX77BP；天斧,1100,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ASTROX-77,YONEX ASTROX 77,可按基准型号对应,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
383,ASTROX 77 TOUR BP 天斧7TOURBP AX77TOURBP 天斧系列,YONEX ASTROX 77 TOUR BP,YONEX,尤尼克斯,ASTROX 77 TOUR BP,YONEX ASTROX 77 TOUR BP,ASTROX 77 TOUR BP 天斧7TOURBP AX77TOURBP 天斧系列；YONEX ASTROX 77 TOUR；ASTROX77；AX77TOURBP；天斧,1100,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ASTROX-77-TOUR,YONEX ASTROX 77 TOUR,可按基准型号对应,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
401,ASTROX 88S PRO BP 天斧88SPBP AX88S,YONEX ASTROX 88S PRO BP,YONEX,尤尼克斯,ASTROX 88S PRO BP,YONEX ASTROX 88S PRO BP,ASTROX 88S PRO BP 天斧88SPBP AX88S；YONEX ASTROX 88S PRO；ASTROX88S；AX88S；天斧,1780,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ASTROX-88S-PRO,YONEX ASTROX 88S PRO,可按基准型号对应,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
413,ASTROX 99 BP 99BP AX99BP 天斧99BP 天斧系列,YONEX ARCSABER 9BP,YONEX,尤尼克斯,ARCSABER 9BP,YONEX ARCSABER 9BP,ASTROX 99 BP 99BP AX99BP 天斧99BP 天斧系列；YONEX ARCSABER 9BP；ASTROX99；BP99BP；AX99BP；天斧,1045,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-9BP,YONEX ARCSABER 9BP,低置信对应-需人工确认,已按清单价与知识库价平均覆盖,YES,YES,价格已覆盖；名称/型号对应仍建议复核,参考价已按清单价与知识库价平均值覆盖；同步到知识库
418,ASTROX 99 PRO BP AX99PROBP 天斧99PROBP AX99,YONEX ASTROX 99 PRO BP,YONEX,尤尼克斯,ASTROX 99 PRO BP,YONEX ASTROX 99 PRO BP,ASTROX 99 PRO BP AX99PROBP 天斧99PROBP AX99；YONEX ASTROX 99 PRO；ASTROX99；AX99PROBP；AX99；天斧,1900,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ASTROX-99-PRO,YONEX ASTROX 99 PRO,可按基准型号对应,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
429,ASTROX FB 天斧FB ASTROXFB AXFB AX,YONEX ASTROX,YONEX,尤尼克斯,ASTROX,YONEX ASTROX,ASTROX FB 天斧FB ASTROXFB AXFB AX；YONEX ASTROX FB；天斧,600,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ASTROX-FB,YONEX ASTROX FB,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
430,ASTROX FD AXFDEX 天斧FD ASTROXFD 天斧系列,YONEX ASTROX,YONEX,尤尼克斯,ASTROX,YONEX ASTROX,ASTROX FD AXFDEX 天斧FD ASTROXFD 天斧系列；YONEX ASTROX FD；天斧,600,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ASTROX-FD,YONEX ASTROX FD,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
432,ASTROX GS 天斧GS AX,YONEX ASTROX,YONEX,尤尼克斯,ASTROX,YONEX ASTROX,ASTROX GS 天斧GS AX；YONEX ASTROX GS；天斧,600,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ASTROX-GS,YONEX ASTROX GS,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
439,ASTROX RC 天斧RC AXRC 天斧系列,YONEX ASTROX,YONEX,尤尼克斯,ASTROX,YONEX ASTROX,ASTROX RC 天斧RC AXRC 天斧系列；YONEX ASTROX RC；天斧,600,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ASTROX-RC,YONEX ASTROX RC,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
440,ASTROX SMASH 天斧SMASH AXSMASH AXSMGE 天斧系列,YONEX ASTROX,YONEX,尤尼克斯,ASTROX,YONEX ASTROX,ASTROX SMASH 天斧SMASH AXSMASH AXSMGE 天斧系列；YONEX ASTROX SMASH；天斧,600,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ASTROX-SMASH,YONEX ASTROX SMASH,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
441,ASTROX SV 天斧SV AXSV AXSV,YONEX ASTROX,YONEX,尤尼克斯,ASTROX,YONEX ASTROX,ASTROX SV 天斧SV AXSV AXSV；YONEX ASTROX；天斧,600,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ASTROX,YONEX ASTROX,精确对应,已对应（在知识库价格范围内）,NO,YES,疑似匹配到系列/泛型号，需人工确认,已标准化商品名；知识库价格不同步，需人工确认
443,ASTROX TX 天斧TX AX,YONEX ASTROX,YONEX,尤尼克斯,ASTROX,YONEX ASTROX,ASTROX TX 天斧TX AX；YONEX ASTROX TX；天斧,900,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ASTROX-TX,YONEX ASTROX TX,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
444,ASTROX 偃月刀 天斧偃月刀 天斧樱花刀 AXstrike 天斧系列,YONEX ASTROX,YONEX,尤尼克斯,ASTROX,YONEX ASTROX,ASTROX 偃月刀 天斧偃月刀 天斧樱花刀 AXstrike 天斧系列；YONEX ASTROX；天斧,600,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ASTROX,YONEX ASTROX,精确对应,已对应（在知识库价格范围内）,NO,YES,疑似匹配到系列/泛型号，需人工确认,已标准化商品名；知识库价格不同步，需人工确认
445,ASTROX 玄黑 天斧玄黑 AX玄黑 AXBKEX 天斧小黑切 天斧系列,YONEX ASTROX,YONEX,尤尼克斯,ASTROX,YONEX ASTROX,ASTROX 玄黑 天斧玄黑 AX玄黑 AXBKEX 天斧小黑切 天斧系列；YONEX ASTROX；天斧,600,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ASTROX,YONEX ASTROX,精确对应,已对应（在知识库价格范围内）,NO,YES,疑似匹配到系列/泛型号，需人工确认,已标准化商品名；知识库价格不同步，需人工确认
447,Astrox Cosmic Swirl 天斧CS AXCS 天斧系列,YONEX ASTROX,YONEX,尤尼克斯,ASTROX,YONEX ASTROX,Astrox Cosmic Swirl 天斧CS AXCS 天斧系列；YONEX ASTROX COSMIC；天斧,600,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ASTROX-COSMIC,YONEX ASTROX COSMIC,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
449,VOLTRIC 0.5 DG 威力0.5DG VT0.5DG 威力系列,YONEX VOLTRIC 0,YONEX,尤尼克斯,VOLTRIC 0,YONEX VOLTRIC 0,VOLTRIC 0.5 DG 威力0.5DG VT0.5DG 威力系列；YONEX VOLTRIC 0；VOLTRIC0；VT0,380,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-VOLTRIC-0,YONEX VOLTRIC 0,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
450,VOLTRIC 0.7 DG 威力0.7dg VT0.7DG 威力系列,YONEX VOLTRIC 0,YONEX,尤尼克斯,VOLTRIC 0,YONEX VOLTRIC 0,VOLTRIC 0.7 DG 威力0.7dg VT0.7DG 威力系列；YONEX VOLTRIC 0；VOLTRIC0；VT0,380,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-VOLTRIC-0,YONEX VOLTRIC 0,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
455,VOLTRIC 1 LD 威力1LD VT1LD VT,YONEX VOLTRIC 1,YONEX,尤尼克斯,VOLTRIC 1,YONEX VOLTRIC 1,VOLTRIC 1 LD 威力1LD VT1LD VT；YONEX VOLTRIC 1；VOLTRIC1；VT1LD,380,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-VOLTRIC-1,YONEX VOLTRIC 1,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
460,VOLTRIC 100 LIGHT LCW VT100LTLCW 威力系列,YONEX VOLTRIC 100,YONEX,尤尼克斯,VOLTRIC 100,YONEX VOLTRIC 100,VOLTRIC 100 LIGHT LCW VT100LTLCW 威力系列；YONEX VOLTRIC 100 LIGHT LCW；VOLTRIC100；VT100LTLCW,1100,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-VOLTRIC-100-LIGHT-LCW,YONEX VOLTRIC 100 LIGHT LCW,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
469,VOLTRIC 3 VT3 VT,YONEX VOLTRIC 3,YONEX,尤尼克斯,VOLTRIC 3,YONEX VOLTRIC 3,VOLTRIC 3 VT3 VT；YONEX VOLTRIC 3；VOLTRIC3；VT3,380,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-VOLTRIC-3,YONEX VOLTRIC 3,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
471,VOLTRIC 5 FX 威力5FX VT5FXEX VT5FX VOLTRIC5FX 威力系列,YONEX VOLTRIC 5,YONEX,尤尼克斯,VOLTRIC 5,YONEX VOLTRIC 5,VOLTRIC 5 FX 威力5FX VT5FXEX VT5FX VOLTRIC5FX 威力系列；YONEX VOLTRIC 5；VOLTRIC5；VT5FXEX；VT5FX；VOLTRIC5FX,380,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-VOLTRIC-5,YONEX VOLTRIC 5,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
473,VOLTRIC 50 E,YONEX VOLTRIC 50 E-TUNE,YONEX,尤尼克斯,VOLTRIC 50 E-TUNE,YONEX VOLTRIC 50 E-TUNE,VOLTRIC 50 E；YONEX VOLTRIC 50 E-TUNE；VOLTRIC50,750,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-VOLTRIC-50,YONEX VOLTRIC 50 E-TUNE,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
478,VOLTRIC 7 LD 威力7LD VT,YONEX VOLTRIC 7,YONEX,尤尼克斯,VOLTRIC 7,YONEX VOLTRIC 7,VOLTRIC 7 LD 威力7LD VT；YONEX VOLTRIC 7；VOLTRIC7,380,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-VOLTRIC-7,YONEX VOLTRIC 7,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
482,VOLTRIC 70 VT70 威力70 VT,YONEX VOLTRIC 70 E-TUNE,YONEX,尤尼克斯,VOLTRIC 70 E-TUNE,YONEX VOLTRIC 70 E-TUNE,VOLTRIC 70 VT70 威力70 VT；YONEX VOLTRIC 70 E-TUNE；VOLTRIC70；VT70,980,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-VOLTRIC-70,YONEX VOLTRIC 70 E-TUNE,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
485,VOLTRIC 8 E,YONEX VOLTRIC 8,YONEX,尤尼克斯,VOLTRIC 8,YONEX VOLTRIC 8,VOLTRIC 8 E；YONEX VOLTRIC 8；VOLTRIC8,380,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-VOLTRIC-8,YONEX VOLTRIC 8,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
486,VOLTRIC 8 LD VT8LD VT,YONEX VOLTRIC 8,YONEX,尤尼克斯,VOLTRIC 8,YONEX VOLTRIC 8,VOLTRIC 8 LD VT8LD VT；YONEX VOLTRIC 8；VOLTRIC8；VT8LD,380,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-VOLTRIC-8,YONEX VOLTRIC 8,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
489,VOLTRIC 80 PG 威力80PG VT80PG 盖德 VOLTRIC80PG 威力系列,YONEX VOLTRIC 80 E-TUNE,YONEX,尤尼克斯,VOLTRIC 80 E-TUNE,YONEX VOLTRIC 80 E-TUNE,VOLTRIC 80 PG 威力80PG VT80PG 盖德 VOLTRIC80PG 威力系列；YONEX VOLTRIC 80 E-TUNE；VOLTRIC80；VT80PG；VOLTRIC80PG,1280,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-VOLTRIC-80,YONEX VOLTRIC 80 E-TUNE,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
492,VOLTRIC 9 LTD 威力9LTD VT9LTD VT,YONEX VOLTRIC 9 LTD,YONEX,尤尼克斯,VOLTRIC 9 LTD,YONEX VOLTRIC 9 LTD,VOLTRIC 9 LTD 威力9LTD VT9LTD VT；YONEX VOLTRIC 9；VOLTRIC9；VT9LTD,380,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-VOLTRIC-9,YONEX VOLTRIC 9,可按基准型号对应,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
499,VOLTRIC FB BP VTFBBP 威力系列,YONEX VOLTRIC FB,YONEX,尤尼克斯,VOLTRIC FB,YONEX VOLTRIC FB,VOLTRIC FB BP VTFBBP 威力系列；YONEX VOLTRIC FB,600,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-VOLTRIC-FB,YONEX VOLTRIC FB,低置信对应-需人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
500,VOLTRIC FB 威力FB VTFB VT,YONEX VOLTRIC FB,YONEX,尤尼克斯,VOLTRIC FB,YONEX VOLTRIC FB,VOLTRIC FB 威力FB VTFB VT；YONEX VOLTRIC FB,600,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-VOLTRIC-FB,YONEX VOLTRIC FB,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
501,VOLTRIC FB 黑/玫红 VTFB VT,YONEX VOLTRIC FB,YONEX,尤尼克斯,VOLTRIC FB,YONEX VOLTRIC FB,VOLTRIC FB 黑/玫红 VTFB VT；YONEX VOLTRIC FB,600,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-VOLTRIC-FB,YONEX VOLTRIC FB,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
505,VOLTRIC IFORCE 威力IF VTIF VT,YONEX VOLTRIC I-FORCE,YONEX,尤尼克斯,VOLTRIC I-FORCE,YONEX VOLTRIC I-FORCE,VOLTRIC IFORCE 威力IF VTIF VT；YONEX VOLTRIC I-FORCE,1500,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-VOLTRIC-I-FORCE,YONEX VOLTRIC I-FORCE,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
519,Voltric 0.1DG VT0.1DG 威力0.1DG 威力系列,YONEX VOLTRIC 0,YONEX,尤尼克斯,VOLTRIC 0,YONEX VOLTRIC 0,Voltric 0.1DG VT0.1DG 威力0.1DG 威力系列；YONEX VOLTRIC 0；VOLTRIC0；VT0,380,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-VOLTRIC-0,YONEX VOLTRIC 0,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
520,Voltric 0.9DG Slim 威力0.9DGslim VT0.9DGSLIM VT,YONEX VOLTRIC 0,YONEX,尤尼克斯,VOLTRIC 0,YONEX VOLTRIC 0,Voltric 0.9DG Slim 威力0.9DGslim VT0.9DGSLIM VT；YONEX VOLTRIC 0；VOLTRIC0；VT0,380,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-VOLTRIC-0,YONEX VOLTRIC 0,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
536,ARCSABER 10 LV 白 弓10 ARC10LVPG 弓箭10 白弓 弓剑10 ARCSABER10LV白 白弓盖德 弓剑系列,YONEX ARCSABER 10,YONEX,尤尼克斯,ARCSABER 10,YONEX ARCSABER 10,ARCSABER 10 LV 白 弓10 ARC10LVPG 弓箭10 白弓 弓剑10 ARCSABER10LV白 白弓盖德 弓剑系列；YONEX ARCSABER 10；ARCSABER10；ARC10LVPG；弓剑；弓箭,2800,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-10,YONEX ARCSABER 10,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
537,ARCSABER 10 LV 红 ARC10LV ARC10 弓剑10LV 红弓1LV ARC,YONEX ARCSABER 10,YONEX,尤尼克斯,ARCSABER 10,YONEX ARCSABER 10,ARCSABER 10 LV 红 ARC10LV ARC10 弓剑10LV 红弓1LV ARC；YONEX ARCSABER 10；ARCSABER10；ARC10LV；ARC10；弓剑,2800,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-10,YONEX ARCSABER 10,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
538,ARCSABER 10 PG 弓10 ARC10 弓箭10 ARC10PG 弓剑10 弓剑系列,YONEX ARCSABER 10,YONEX,尤尼克斯,ARCSABER 10,YONEX ARCSABER 10,ARCSABER 10 PG 弓10 ARC10 弓箭10 ARC10PG 弓剑10 弓剑系列；YONEX ARCSABER 10；ARCSABER10；ARC10；ARC10PG；弓剑；弓箭,2800,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-10,YONEX ARCSABER 10,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
539,ARCSABER 10 TH 陶菲克 弓10 ARC10TH 弓箭10th 弓10TH 弓剑10 ARCSABER10TH 弓剑系列,YONEX ARCSABER 10,YONEX,尤尼克斯,ARCSABER 10,YONEX ARCSABER 10,ARCSABER 10 TH 陶菲克 弓10 ARC10TH 弓箭10th 弓10TH 弓剑10 ARCSABER10TH 弓剑系列；YONEX ARCSABER 10；ARCSABER10；ARC10TH；ARCSABER10TH；弓剑；弓箭,2800,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-10,YONEX ARCSABER 10,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
540,ARCSABER 10 premium2012 ARC10PR ARC,YONEX ARCSABER 10,YONEX,尤尼克斯,ARCSABER 10,YONEX ARCSABER 10,ARCSABER 10 premium2012 ARC10PR ARC；YONEX ARCSABER 10；ARCSABER10；PREMIUM2012；ARC10PR,2800,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-10,YONEX ARCSABER 10,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
542,ARCSABER 100 Limited Edition ARC100LTD 弓箭100ltd 弓剑100ltd 弓剑系列,YONEX ARCSABER 100 LIMITED,YONEX,尤尼克斯,ARCSABER 100 LIMITED,YONEX ARCSABER 100 LIMITED,ARCSABER 100 Limited Edition ARC100LTD 弓箭100ltd 弓剑100ltd 弓剑系列；YONEX ARCSABER 100；ARCSABER100；ARC100LTD；弓剑；弓箭,2800,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-100,YONEX ARCSABER 100,可按基准型号对应,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
545,ARCSABER 11 BP 弓剑11BP ARC,YONEX ARCSABER 11 BP,YONEX,尤尼克斯,ARCSABER 11 BP,YONEX ARCSABER 11 BP,ARCSABER 11 BP 弓剑11BP ARC；YONEX ARCSABER 11；ARCSABER11；弓剑,1380,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-11,YONEX ARCSABER 11,可按基准型号对应,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
546,ARCSABER 11 BP 蓝白 ARC11BP ARC,YONEX ARCSABER 11 BP,YONEX,尤尼克斯,ARCSABER 11 BP,YONEX ARCSABER 11 BP,ARCSABER 11 BP 蓝白 ARC11BP ARC；YONEX ARCSABER 11；ARCSABER11；ARC11BP,1380,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-11,YONEX ARCSABER 11,可按基准型号对应,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
548,ARCSABER 11 PRO BP ARC11PROBP 弓剑11PROBP 弓11PRObp 弓剑系列,YONEX ARCSABER 11 PRO BP,YONEX,尤尼克斯,ARCSABER 11 PRO BP,YONEX ARCSABER 11 PRO BP,ARCSABER 11 PRO BP ARC11PROBP 弓剑11PROBP 弓11PRObp 弓剑系列；YONEX ARCSABER 11 PRO；ARCSABER11；ARC11PROBP；弓剑,1760,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-11-PRO,YONEX ARCSABER 11 PRO,可按基准型号对应,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
589,ARCSABER D5/D6 弓剑D5 弓剑D6 弓箭D5 弓箭D6 ARC,YONEX ARCSABER D5,YONEX,尤尼克斯,ARCSABER D5,YONEX ARCSABER D5,ARCSABER D5/D6 弓剑D5 弓剑D6 弓箭D5 弓箭D6 ARC；YONEX ARCSABER D5；D5；D6；弓剑；弓箭,500,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-D5,YONEX ARCSABER D5,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
591,ARCSABER FB BP 弓剑FBBP ARCFBBP 弓剑系列,YONEX ARCSABER 9BP,YONEX,尤尼克斯,ARCSABER 9BP,YONEX ARCSABER 9BP,ARCSABER FB BP 弓剑FBBP ARCFBBP 弓剑系列；YONEX ARCSABER 9BP；弓剑,1045,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-9BP,YONEX ARCSABER 9BP,低置信对应-需人工确认,已按清单价与知识库价平均覆盖,YES,YES,价格已覆盖；名称/型号对应仍建议复核,参考价已按清单价与知识库价平均值覆盖；同步到知识库
592,ARCSABER FB 红蓝 ARC,YONEX ARCSABER FB,YONEX,尤尼克斯,ARCSABER FB,YONEX ARCSABER FB,ARCSABER FB 红蓝 ARC；YONEX ARCSABER FB,700,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-FB,YONEX ARCSABER FB,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
593,ARCSABER FB 蓝绿 ARCFB ARC,YONEX ARCSABER FB,YONEX,尤尼克斯,ARCSABER FB,YONEX ARCSABER FB,ARCSABER FB 蓝绿 ARCFB ARC；YONEX ARCSABER FB,700,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-FB,YONEX ARCSABER FB,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
594,ARCSABER FD 弓剑FD ARCFDEX ARCFD ARC,YONEX ARCSABER FD,YONEX,尤尼克斯,ARCSABER FD,YONEX ARCSABER FD,ARCSABER FD 弓剑FD ARCFDEX ARCFD ARC；YONEX ARCSABER FD；弓剑,700,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-ARCSABER-FD,YONEX ARCSABER FD,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
622,NANOFLARE 170 LIGHT 疾光170LT NF,YONEX NANOFLARE 170 LIGHT,YONEX,尤尼克斯,NANOFLARE 170 LIGHT,YONEX NANOFLARE 170 LIGHT,NANOFLARE 170 LIGHT 疾光170LT NF；YONEX NANOFLARE 170 LIGHT；疾光,350,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOFLARE-170-LIGHT,YONEX NANOFLARE 170 LIGHT,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
636,NANOFLARE 700 BP NF700BP 疾光700BP 脆脆鲨 疾光系列,YONEX NANOFLARE 700 BP,YONEX,尤尼克斯,NANOFLARE 700 BP,YONEX NANOFLARE 700 BP,NANOFLARE 700 BP NF700BP 疾光700BP 脆脆鲨 疾光系列；YONEX NANOFLARE 700；NF700BP；疾光,1480,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOFLARE-700,YONEX NANOFLARE 700,可按基准型号对应,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
637,NANOFLARE 700 BP 水晶红 疾光700BP NF700BP NF,YONEX NANOFLARE 700 BP,YONEX,尤尼克斯,NANOFLARE 700 BP,YONEX NANOFLARE 700 BP,NANOFLARE 700 BP 水晶红 疾光700BP NF700BP NF；YONEX NANOFLARE 700；NF700BP；疾光,1480,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOFLARE-700,YONEX NANOFLARE 700,可按基准型号对应,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
